CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
4593,France,Female,44,36-45,0.0,Zero Balance,2,0,Inactive,633,7,29761.29,0.050517045,5.0517045,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4594,France,Female,31,26-35,160566.11,Positive Balance,2,0,Inactive,650,1,27073.81,0.062030237,6.2030237,Low,8816.949999999999,High Value,Monitor,Standard engagement
4595,Germany,Male,65,56-65,131935.51,Positive Balance,1,1,Active,743,2,96399.67,0.48242387,48.242387,High,6262.65,High Value,Critical,Priority relationship outreach
4596,France,Male,38,36-45,127678.8,Positive Balance,2,0,Inactive,567,6,45422.89,0.054347157,5.4347157,Low,7468.049999999999,High Value,Monitor,Standard engagement
4597,Germany,Female,46,46-55,105214.58,Positive Balance,1,0,Inactive,706,4,108699.59,0.8537635,85.37635,Very High,4671.55,Medium Value,High,Re-engagement campaign
4598,France,Male,46,46-55,139859.54,Positive Balance,1,0,Inactive,638,9,38967.29,0.31714332,31.714332,Moderate,6670.049999999999,High Value,Medium,Proactive engagement
4599,France,Female,38,36-45,0.0,Zero Balance,2,0,Inactive,641,3,116466.19,0.031197896,3.1197896,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4600,France,Female,34,26-35,112324.45,Positive Balance,2,1,Active,574,5,17993.43,0.029093705,2.9093705,Low,6534.949999999999,High Value,Monitor,Standard engagement
4601,Germany,Male,30,26-35,134497.27,Positive Balance,1,0,Inactive,642,8,43250.54,0.17466673,17.466673,Low,6404.049999999999,High Value,Monitor,Standard engagement
4602,Spain,Female,35,26-35,120171.58,Positive Balance,1,0,Inactive,722,1,125240.8,0.14918038,14.918038,Low,5549.349999999999,Medium Value,Monitor,Standard engagement
4603,France,Male,23,18-25,106012.2,Positive Balance,2,1,Active,623,1,191415.94,0.020680694,2.0680693999999997,Low,6168.149999999999,High Value,Monitor,Standard engagement
4604,France,Male,25,18-25,0.0,Zero Balance,1,1,Active,681,5,90860.97,0.031400308,3.1400308000000003,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4605,France,Female,34,26-35,0.0,Zero Balance,2,1,Active,530,8,141872.52,0.032548487,3.2548487,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4606,France,Female,55,46-55,0.0,Zero Balance,4,1,Active,797,10,49418.87,0.9820825,98.20824999999999,Very High,4257.449999999999,Medium Value,High,Targeted retention outreach
4607,France,Male,51,46-55,0.0,Zero Balance,1,0,Inactive,653,3,170426.65,0.8316491,83.16491,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
4608,Germany,Male,42,36-45,119839.69,Positive Balance,1,1,Active,850,8,51016.02,0.37354097,37.354097,High,5529.049999999999,Medium Value,High,Product engagement review
4609,Spain,Male,34,26-35,0.0,Zero Balance,2,1,Active,581,1,81175.25,0.010172802,1.0172802,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4610,Germany,Male,38,36-45,92219.21,Positive Balance,1,0,Inactive,589,8,99106.97,0.258474,25.847399999999997,Moderate,4061.149999999999,Medium Value,Monitor,Monitor and engage
4611,Germany,Male,48,46-55,142055.41,Positive Balance,2,1,Active,555,3,79134.78,0.2279526,22.79526,Moderate,8221.25,High Value,Medium,Proactive engagement
4612,France,Female,49,46-55,29602.08,Positive Balance,1,0,Inactive,748,7,163550.58,0.89096546,89.096546,Very High,3303.0499999999997,Low Value,High,Re-engagement campaign
4613,France,Female,46,46-55,0.0,Zero Balance,2,1,Active,745,7,67769.94,0.058626886,5.8626886,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4614,France,Male,34,26-35,0.0,Zero Balance,2,1,Active,730,1,126592.01,0.009558031,0.9558031,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4615,France,Female,44,36-45,0.0,Zero Balance,2,1,Active,565,1,89602.81,0.045186862,4.5186862,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4616,France,Male,37,36-45,141803.77,Positive Balance,1,1,Active,778,3,179421.84,0.067176424,6.7176424,Low,6758.25,High Value,Monitor,Standard engagement
4617,France,Male,24,18-25,0.0,Zero Balance,2,1,Active,812,10,156906.15,0.007769155,0.7769155,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4618,France,Male,42,36-45,0.0,Zero Balance,1,1,Active,526,1,168486.02,0.3153537,31.53537,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
4619,France,Female,47,46-55,126589.12,Positive Balance,2,1,Active,708,0,132730.07,0.40724447,40.724447000000005,High,7395.25,High Value,Critical,Priority relationship outreach
4620,France,Male,33,26-35,108393.35,Positive Balance,1,1,Active,680,2,39057.67,0.034912378,3.4912378,Low,4858.449999999999,Medium Value,Monitor,Standard engagement
4621,Spain,Male,43,36-45,115643.58,Positive Balance,2,0,Inactive,567,2,174606.35,0.17375739,17.375739000000003,Low,6736.549999999998,High Value,Monitor,Standard engagement
4622,Spain,Male,48,46-55,132876.23,Positive Balance,1,0,Inactive,564,5,79259.77,0.3756808,37.568079999999995,High,6316.549999999999,High Value,Critical,Priority relationship outreach
4623,France,Female,24,18-25,110949.41,Positive Balance,1,1,Active,709,3,168515.61,0.049346156,4.9346156,Low,5004.75,Medium Value,Monitor,Standard engagement
4624,France,Male,46,46-55,130666.2,Positive Balance,1,1,Active,629,1,161125.67,0.22576866,22.576866000000003,Moderate,6198.949999999999,High Value,Medium,Proactive engagement
4625,France,Female,45,36-45,103821.47,Positive Balance,2,1,Active,510,10,77878.62,0.08400841,8.400841,Low,6049.85,High Value,Monitor,Standard engagement
4626,France,Female,32,26-35,0.0,Zero Balance,1,1,Active,506,3,80823.02,0.044918396,4.4918396,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4627,France,Male,39,36-45,0.0,Zero Balance,1,1,Active,605,7,119348.28,0.16328858,16.328858,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4628,Spain,Male,32,26-35,132187.73,Positive Balance,2,1,Active,650,1,178331.36,0.0330853,3.3085299999999997,Low,7730.550000000001,High Value,Monitor,Standard engagement
4629,Germany,Male,49,46-55,98649.55,Positive Balance,1,0,Inactive,850,8,119174.88,0.75513774,75.513774,Very High,4334.15,Medium Value,High,Re-engagement campaign
4630,Germany,Male,38,36-45,126444.08,Positive Balance,2,1,Active,489,2,82662.73,0.04864754,4.8647540000000005,Low,7387.55,High Value,Monitor,Standard engagement
4631,Germany,Female,30,26-35,154159.51,Positive Balance,1,0,Inactive,659,8,40441.1,0.20981885,20.981885,Moderate,7219.549999999999,High Value,Medium,Proactive engagement
4632,France,Female,43,36-45,0.0,Zero Balance,2,0,Inactive,753,5,109881.71,0.09428075,9.428075,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4633,Germany,Male,48,46-55,129250.0,Positive Balance,2,1,Active,477,8,157937.35,0.29107544,29.107544,Moderate,7562.549999999999,High Value,Medium,Proactive engagement
4634,Spain,Female,45,36-45,0.0,Zero Balance,1,0,Inactive,610,3,38276.84,0.6066057,60.66057,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
4635,France,Female,33,26-35,167733.51,Positive Balance,2,1,Active,619,2,65222.48,0.060340725,6.0340725,Low,8953.45,High Value,Monitor,Standard engagement
4636,Germany,Female,31,26-35,56116.3,Positive Balance,2,0,Inactive,619,2,2181.94,0.035044346,3.5044345999999997,Low,4823.450000000001,Medium Value,Monitor,Standard engagement
4637,France,Female,30,26-35,141581.08,Positive Balance,1,0,Inactive,758,3,156249.06,0.106566876,10.6566876,Low,6744.95,High Value,Monitor,Standard engagement
4638,Germany,Male,50,46-55,139675.07,Positive Balance,2,0,Inactive,516,7,45591.23,0.3596105,35.96105,High,8107.149999999999,High Value,Critical,Priority relationship outreach
4639,France,Female,27,26-35,66201.96,Positive Balance,1,1,Active,789,8,79458.12,0.07298756,7.298756000000001,Low,3469.65,Low Value,Monitor,Standard engagement
4640,France,Female,44,36-45,0.0,Zero Balance,2,0,Inactive,687,9,103042.2,0.09917111,9.917111,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4641,Germany,Male,34,26-35,133658.24,Positive Balance,1,0,Inactive,485,3,70209.83,0.2043009,20.43009,Moderate,6357.849999999999,High Value,Medium,Proactive engagement
4642,Germany,Male,25,18-25,136202.78,Positive Balance,1,0,Inactive,446,3,176743.51,0.118363425,11.836342499999999,Low,6481.049999999999,High Value,Monitor,Standard engagement
4643,France,Female,60,56-65,131778.08,Positive Balance,1,0,Inactive,597,0,10703.53,0.9480185,94.80185,Very High,6257.049999999999,High Value,Critical,Priority relationship outreach
4644,Spain,Male,74,66+,0.0,Zero Balance,2,0,Inactive,712,5,151425.82,0.02826811,2.8268109999999997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4645,France,Female,34,26-35,0.0,Zero Balance,2,1,Active,522,3,3894.34,0.0152914915,1.52914915,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4646,Germany,Female,26,26-35,42712.87,Positive Balance,2,1,Active,805,8,28861.69,0.009305348,0.9305348,Low,4773.75,Medium Value,Monitor,Standard engagement
4647,France,Female,28,26-35,0.0,Zero Balance,2,0,Inactive,781,4,177703.15,0.036785435,3.6785435,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4648,Spain,Female,57,56-65,0.0,Zero Balance,2,0,Inactive,689,4,136649.8,0.7700257,77.00257,Very High,3480.1499999999996,Low Value,High,Re-engagement campaign
4649,Germany,Male,31,26-35,142631.54,Positive Balance,2,1,Active,670,1,175894.24,0.014789416,1.4789416,Low,8240.849999999999,High Value,Monitor,Standard engagement
4650,France,Male,33,26-35,141204.65,Positive Balance,2,0,Inactive,670,2,76257.46,0.018420968,1.8420968,Low,8178.55,High Value,Monitor,Standard engagement
4651,Germany,Female,25,18-25,131402.21,Positive Balance,1,0,Inactive,524,7,193668.49,0.15253258,15.253258,Low,6236.75,High Value,Monitor,Standard engagement
4652,Spain,Female,39,36-45,92636.96,Positive Balance,2,1,Active,734,3,125671.29,0.110985614,11.0985614,Low,5531.150000000001,Medium Value,Monitor,Standard engagement
4653,France,Female,51,46-55,0.0,Zero Balance,2,1,Active,489,3,174098.28,0.4049517,40.49517,High,3480.1499999999996,Low Value,Medium,Targeted retention outreach
4654,Germany,Female,31,26-35,102088.68,Positive Balance,4,0,Inactive,578,5,187866.21,0.988691,98.8691,Very High,6731.25,High Value,Critical,Priority relationship outreach
4655,Spain,Male,39,36-45,0.0,Zero Balance,2,1,Active,622,9,100862.36,0.023901688,2.3901688,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4656,France,Female,38,36-45,134887.53,Positive Balance,1,1,Active,843,8,10804.04,0.09498304,9.498304000000001,Low,6420.8499999999985,High Value,Monitor,Standard engagement
4657,France,Male,48,46-55,0.0,Zero Balance,2,1,Active,687,4,170893.85,0.04703607,4.703607,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4658,Spain,Male,28,26-35,159900.38,Positive Balance,1,0,Inactive,700,8,22698.56,0.112712234,11.2712234,Low,7353.949999999999,High Value,Monitor,Standard engagement
4659,Germany,Female,50,46-55,102278.79,Positive Balance,2,0,Inactive,410,2,89822.48,0.5361304,53.61304,High,5963.05,High Value,Critical,Priority relationship outreach
4660,France,Female,41,36-45,0.0,Zero Balance,2,1,Active,537,0,175262.49,0.12320459,12.320459,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4661,France,Female,43,36-45,0.0,Zero Balance,1,1,Active,780,0,15705.27,0.59604657,59.604657,High,2029.0500000000002,Low Value,Medium,Product engagement review
4662,Spain,Male,58,56-65,0.0,Zero Balance,2,1,Active,652,6,170025.43,0.043490782,4.3490782,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4663,Germany,Male,35,26-35,76989.97,Positive Balance,1,1,Active,620,0,17242.79,0.10787251,10.787251000000001,Low,3632.0499999999997,Medium Value,Monitor,Standard engagement
4664,France,Female,23,18-25,0.0,Zero Balance,2,1,Active,697,10,79734.23,0.012716517,1.2716517,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4665,France,Male,35,26-35,0.0,Zero Balance,2,0,Inactive,786,3,92712.97,0.015483843,1.5483843000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4666,Germany,Female,39,36-45,114491.82,Positive Balance,1,0,Inactive,850,5,99689.48,0.34362978,34.362978,Moderate,5213.349999999999,Medium Value,Monitor,Monitor and engage
4667,Germany,Male,54,46-55,144768.94,Positive Balance,1,0,Inactive,749,3,93336.3,0.9128097,91.28097,Very High,6877.95,High Value,Critical,Priority relationship outreach
4668,France,Male,31,26-35,145056.59,Positive Balance,1,1,Active,445,7,175893.53,0.05450056,5.450056,Low,6893.349999999999,High Value,Monitor,Standard engagement
4669,Germany,Male,50,46-55,117206.3,Positive Balance,1,0,Inactive,443,3,42840.18,0.9031211,90.31211,Very High,5375.05,Medium Value,High,Re-engagement campaign
4670,Germany,Male,41,36-45,138014.4,Positive Balance,2,0,Inactive,637,2,140298.24,0.13196175,13.196174999999998,Low,8030.8499999999985,High Value,Monitor,Standard engagement
4671,Germany,Female,45,36-45,128352.59,Positive Balance,3,1,Active,616,6,144000.59,0.97139716,97.13971599999999,Very High,8239.15,High Value,Critical,Priority relationship outreach
4672,France,Female,23,18-25,112568.31,Positive Balance,1,1,Active,756,1,113408.11,0.05167316,5.1673160000000005,Low,5098.549999999999,Medium Value,Monitor,Standard engagement
4673,France,Male,33,26-35,0.0,Zero Balance,1,0,Inactive,644,2,96420.58,0.16674787,16.674787,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4674,Germany,Male,41,36-45,176958.46,Positive Balance,2,1,Active,850,1,125806.3,0.018687118,1.8687117999999998,Low,9074.55,High Value,Monitor,Standard engagement
4675,Germany,Female,38,36-45,99167.54,Positive Balance,1,0,Inactive,703,9,65720.92,0.41316077,41.316077,High,4364.25,Medium Value,High,Re-engagement campaign
4676,Spain,Female,42,36-45,103210.27,Positive Balance,1,0,Inactive,684,3,31002.03,0.21907052,21.907052,Moderate,4567.95,Medium Value,Monitor,Monitor and engage
4677,Germany,Female,48,46-55,104478.12,Positive Balance,3,1,Active,706,10,158248.71,0.9757958,97.57957999999999,Very High,6809.75,High Value,Critical,Priority relationship outreach
4678,Spain,Male,61,56-65,125921.37,Positive Balance,1,1,Active,580,8,94677.83,0.1417544,14.17544,Low,5911.95,Medium Value,Monitor,Standard engagement
4679,Spain,Female,35,26-35,0.0,Zero Balance,2,1,Active,777,3,17257.72,0.026279487,2.6279487,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4680,Germany,Male,48,46-55,80697.44,Positive Balance,1,0,Inactive,676,3,101397.86,0.5440932,54.40932000000001,High,3720.2499999999995,Medium Value,High,Re-engagement campaign
4681,France,Female,44,36-45,161887.81,Positive Balance,2,0,Inactive,708,2,84870.23,0.1399746,13.99746,Low,8850.55,High Value,Monitor,Standard engagement
4682,France,Male,24,18-25,109558.36,Positive Balance,1,0,Inactive,809,7,183515.13,0.11662411,11.662411,Low,4928.45,Medium Value,Monitor,Standard engagement
4683,France,Male,38,36-45,124271.26,Positive Balance,1,0,Inactive,588,1,75969.19,0.07963934,7.963934,Low,5809.749999999999,Medium Value,Monitor,Standard engagement
4684,France,Male,43,36-45,0.0,Zero Balance,2,1,Active,623,1,146379.3,0.018139942,1.8139942,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4685,Spain,Male,42,36-45,190569.23,Positive Balance,1,1,Active,537,1,127154.8,0.113765486,11.3765486,Low,7719.3499999999985,High Value,Monitor,Standard engagement
4686,Spain,Male,53,46-55,143923.96,Positive Balance,1,0,Inactive,536,2,2019.78,0.75407183,75.407183,Very High,6846.45,High Value,Critical,Priority relationship outreach
4687,France,Male,48,46-55,96542.16,Positive Balance,2,1,Active,769,2,197885.72,0.15784845,15.784845,Low,5680.25,Medium Value,Monitor,Standard engagement
4688,France,Male,33,26-35,0.0,Zero Balance,2,0,Inactive,690,5,138017.68,0.013717229,1.3717229,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4689,Spain,Male,45,36-45,139825.56,Positive Balance,1,0,Inactive,771,0,170984.97,0.31899992,31.899991999999997,Moderate,6666.549999999999,High Value,Medium,Proactive engagement
4690,Germany,Male,24,18-25,111769.14,Positive Balance,2,0,Inactive,497,6,55859.27,0.12256783,12.256783,Low,6508.35,High Value,Monitor,Standard engagement
4691,Spain,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,622,4,4459.5,0.015332054,1.5332054,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4692,Spain,Male,30,26-35,113672.18,Positive Balance,2,0,Inactive,602,9,102135.92,0.075868696,7.5868696,Low,6611.25,High Value,Monitor,Standard engagement
4693,France,Female,32,26-35,147256.86,Positive Balance,1,0,Inactive,543,7,112771.95,0.12499021,12.499021,Low,6982.95,High Value,Monitor,Standard engagement
4694,Spain,Male,45,36-45,107023.03,Positive Balance,1,0,Inactive,520,7,32903.93,0.41275167,41.275167,High,4777.95,Medium Value,High,Re-engagement campaign
4695,France,Male,37,36-45,125529.55,Positive Balance,1,1,Active,669,1,162260.93,0.029254468,2.9254468,Low,5883.95,Medium Value,Monitor,Standard engagement
4696,Spain,Female,41,36-45,0.0,Zero Balance,1,0,Inactive,631,0,87959.83,0.37941828,37.941828,High,2029.0500000000002,Low Value,Medium,Re-engagement campaign
4697,Germany,Male,48,46-55,131834.8,Positive Balance,1,0,Inactive,537,4,166476.95,0.8509169,85.09169,Very High,6259.15,High Value,Critical,Priority relationship outreach
4698,France,Male,62,56-65,0.0,Zero Balance,2,1,Active,732,2,25438.87,0.057381954,5.7381953999999995,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4699,Spain,Male,56,56-65,99529.7,Positive Balance,1,1,Active,844,5,157230.06,0.15569076,15.569076,Low,4376.849999999999,Medium Value,Monitor,Standard engagement
4700,Spain,Male,35,26-35,0.0,Zero Balance,2,1,Active,838,0,197305.91,0.013286084,1.3286084,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4701,France,Male,27,26-35,107303.72,Positive Balance,2,0,Inactive,652,10,44435.76,0.020165129,2.0165129,Low,6243.05,High Value,Monitor,Standard engagement
4702,France,Male,33,26-35,72783.42,Positive Balance,1,0,Inactive,660,0,181051.99,0.13196886,13.196886,Low,3557.149999999999,Medium Value,Monitor,Standard engagement
4703,Spain,Female,44,36-45,0.0,Zero Balance,1,1,Active,692,8,159069.37,0.3938541,39.38541,High,2029.0500000000002,Low Value,Medium,Product engagement review
4704,France,Female,35,26-35,0.0,Zero Balance,2,1,Active,588,0,155485.24,0.028633391,2.8633391,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4705,Germany,Female,22,18-25,115743.6,Positive Balance,1,0,Inactive,533,10,43852.05,0.35393137,35.393137,High,5291.05,Medium Value,High,Re-engagement campaign
4706,France,Male,43,36-45,161256.53,Positive Balance,1,1,Active,850,4,140071.57,0.09552752,9.552752,Low,7381.249999999998,High Value,Monitor,Standard engagement
